,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,Taxi Drives
66,New York City,2015-05-06,21.8,16.0,19.1,21.8,16.0,19.1,5.7,42.0,0.0,0,0.0,,0.0,0.0,35.3,19.9,62.7,1024.0,71.4,16.0,138.4,11.9,4,,2015-05-06T05:48:50,2015-05-06T19:57:08,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8721512114518016
67,New York City,2015-05-07,25.3,13.1,18.6,25.3,13.1,18.6,7.1,50.0,0.0,0,0.0,,0.0,0.0,29.5,15.2,146.5,1022.3,9.0,15.9,327.7,28.3,10,,2015-05-07T05:47:40,2015-05-07T19:58:09,0.56,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8668079259388481
68,New York City,2015-05-08,26.9,13.1,19.3,26.9,13.1,19.3,11.4,63.6,0.0,0,0.0,,0.0,0.0,32.0,20.7,126.3,1020.7,18.4,11.2,319.0,27.4,9,,2015-05-08T05:46:32,2015-05-08T19:59:10,0.6,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8801328176912537
69,New York City,2015-05-09,19.4,13.7,16.0,19.4,13.7,16.0,12.9,81.8,0.07,100,4.17,rain,0.0,0.0,,12.7,72.9,1024.8,89.9,7.4,266.6,23.1,8,,2015-05-09T05:45:25,2015-05-09T20:00:11,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.919329325542512
70,New York City,2015-05-10,28.1,15.4,21.7,29.0,15.4,21.8,16.3,72.8,0.0,0,0.0,,0.0,0.0,37.1,24.7,147.3,1022.2,65.8,11.3,311.4,27.2,9,,2015-05-10T05:44:19,2015-05-10T20:01:11,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.7946853322304395
71,New York City,2015-05-11,28.2,21.1,23.7,29.1,21.1,23.8,18.4,73.2,0.69,100,4.17,rain,0.0,0.0,42.4,20.2,178.3,1018.7,54.4,13.9,308.5,26.7,9,,2015-05-11T05:43:15,2015-05-11T20:02:11,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.7747960005723549
72,New York City,2015-05-12,29.7,19.4,24.6,29.2,19.4,24.4,14.9,59.6,0.0,0,0.0,,0.0,0.0,53.6,32.1,205.8,1010.3,53.1,14.0,233.9,20.0,7,,2015-05-12T05:42:13,2015-05-12T20:03:11,0.81,Partially cloudy,Partly cloudy throughout the day.,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.832094211179345
73,New York City,2015-05-13,20.1,12.8,16.6,20.1,12.8,16.6,3.8,42.7,0.0,0,0.0,,0.0,0.0,47.8,25.2,314.5,1017.9,55.4,16.0,331.3,28.6,10,,2015-05-13T05:41:12,2015-05-13T20:04:10,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8612196254995854
74,New York City,2015-05-14,22.6,10.3,16.1,22.6,10.3,16.1,0.5,37.7,0.0,0,0.0,,0.0,0.0,31.7,19.2,219.5,1027.1,13.0,16.0,350.1,30.3,10,,2015-05-14T05:40:12,2015-05-14T20:05:09,0.92,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8623270929665036
75,New York City,2015-05-15,23.2,12.6,17.4,23.2,12.6,17.4,4.1,42.3,0.0,0,0.0,,0.0,0.0,44.4,18.2,245.5,1025.0,41.4,16.0,257.7,22.2,9,,2015-05-15T05:39:14,2015-05-15T20:06:07,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8968349951879069
76,New York City,2015-05-16,23.2,14.5,18.9,23.2,14.5,18.9,12.9,69.3,8.07,100,29.17,rain,0.0,0.0,,14.5,157.7,1021.1,79.9,13.8,182.7,15.8,6,,2015-05-16T05:38:18,2015-05-16T20:07:05,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.9400340668753541
77,New York City,2015-05-17,28.1,18.2,23.0,28.6,18.2,23.1,17.7,73.9,1.69,100,20.83,rain,0.0,0.0,,9.5,128.3,1019.8,60.5,11.0,244.6,21.1,8,,2015-05-17T05:37:23,2015-05-17T20:08:02,1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8295186142739815
78,New York City,2015-05-18,23.8,15.8,18.2,23.8,15.8,18.2,13.9,76.4,0.0,0,0.0,,0.0,0.0,40.7,19.1,98.4,1020.6,76.9,11.6,255.9,22.0,8,,2015-05-18T05:36:30,2015-05-18T20:08:58,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.7911845589633321
79,New York City,2015-05-19,26.5,14.5,18.8,26.5,14.5,18.8,14.6,77.7,0.03,100,4.17,rain,0.0,0.0,27.7,13.6,142.0,1012.9,69.0,8.4,180.7,15.7,6,,2015-05-19T05:35:39,2015-05-19T20:09:55,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8486199779290554
80,New York City,2015-05-20,21.7,13.3,15.7,21.7,13.3,15.7,4.4,47.4,0.0,0,0.0,,0.0,0.0,50.0,28.8,313.9,1012.5,41.1,16.0,341.2,29.4,10,,2015-05-20T05:34:49,2015-05-20T20:10:50,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8648674077224785
81,New York City,2015-05-21,16.1,11.4,13.6,16.1,11.4,13.6,2.9,49.3,0.0,0,0.0,,0.0,0.0,,17.3,209.5,1014.7,78.5,16.0,255.3,22.1,8,,2015-05-21T05:34:01,2015-05-21T20:11:45,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8758185948687994
82,New York City,2015-05-22,22.6,12.6,17.6,22.6,12.6,17.6,4.8,45.8,0.0,0,0.0,,0.0,0.0,54.4,23.5,296.4,1013.5,60.5,16.0,325.8,28.1,10,,2015-05-22T05:33:15,2015-05-22T20:12:39,0.1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8225229480979981
83,New York City,2015-05-23,20.7,9.6,14.8,20.7,7.9,14.7,-1.6,33.6,0.0,0,0.0,,0.0,0.0,56.7,21.8,290.3,1027.0,5.9,16.0,365.6,31.5,10,,2015-05-23T05:32:31,2015-05-23T20:13:32,0.14,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.7514372575577304
84,New York City,2015-05-24,27.0,12.8,19.7,26.3,12.8,19.7,5.8,42.0,0.0,0,0.0,,0.0,0.0,36.1,23.8,205.8,1026.1,22.7,16.0,333.1,28.8,10,,2015-05-24T05:31:48,2015-05-24T20:14:24,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.6598781197750567
85,New York City,2015-05-25,29.3,17.9,23.6,28.8,17.9,23.4,12.5,51.0,0.0,0,0.0,,0.0,0.0,53.5,27.3,213.4,1023.2,29.4,16.0,282.5,24.6,9,,2015-05-25T05:31:08,2015-05-25T20:15:16,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.5913797868566153
86,New York City,2015-05-26,30.5,19.3,24.5,30.5,19.3,24.5,14.5,54.3,0.0,0,0.0,,0.0,0.0,37.8,21.3,200.0,1021.7,24.9,16.0,231.0,19.9,8,,2015-05-26T05:30:29,2015-05-26T20:16:06,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.7588288678546297
87,New York City,2015-05-27,28.1,21.1,23.8,29.3,21.1,23.9,17.8,69.5,1.7,100,16.67,rain,0.0,0.0,41.1,30.6,195.3,1020.6,58.8,14.5,274.9,23.7,9,,2015-05-27T05:29:52,2015-05-27T20:16:56,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8152509050851378
88,New York City,2015-05-28,28.6,21.0,24.6,30.1,21.0,25.0,17.7,67.4,0.0,0,0.0,,0.0,0.0,27.7,14.6,204.5,1020.7,60.0,13.7,235.9,20.3,7,,2015-05-28T05:29:17,2015-05-28T20:17:45,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8469911186989512
89,New York City,2015-05-29,28.0,18.3,22.4,27.6,18.3,22.3,12.6,55.1,0.0,0,0.0,,0.0,0.0,25.9,16.7,80.4,1024.5,19.4,16.0,348.4,30.1,10,,2015-05-29T05:28:44,2015-05-29T20:18:33,0.42,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8649987357229802
90,New York City,2015-05-30,28.6,19.2,23.6,29.4,19.2,23.7,17.0,67.8,0.0,0,0.0,,0.0,0.0,46.4,21.3,162.4,1020.8,28.1,15.9,332.0,28.7,10,,2015-05-30T05:28:12,2015-05-30T20:19:19,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8841706636768312
91,New York City,2015-05-31,29.7,17.0,22.9,30.9,17.0,23.0,17.7,73.7,29.68,100,41.67,rain,0.0,0.0,42.5,19.1,176.6,1017.5,65.7,13.7,294.2,25.6,9,,2015-05-31T05:27:43,2015-05-31T20:20:05,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.7213611853234099
92,New York City,2016-03-01,10.1,4.3,7.5,10.1,1.2,5.2,-3.1,49.0,0.0,0,0.0,,0.0,0.0,40.7,19.5,174.7,1016.5,43.6,16.0,192.7,16.7,7,,2016-03-01T06:29:09,2016-03-01T17:47:55,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8155330880341113
93,New York City,2016-03-02,12.4,-1.0,6.3,12.4,-6.5,3.1,-4.2,49.7,3.69,100,25.0,rain,0.0,0.0,59.7,31.8,272.6,1006.3,46.9,15.2,182.5,15.8,6,,2016-03-02T06:27:36,2016-03-02T17:49:03,0.78,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.890744806361728
94,New York City,2016-03-03,2.0,-3.2,-0.4,1.9,-9.3,-4.4,-13.5,37.4,0.0,0,0.0,,1.9,0.6,53.6,24.1,283.1,1022.9,38.1,16.0,187.7,16.1,7,,2016-03-03T06:26:03,2016-03-03T17:50:11,0.83,Partially cloudy,Partly cloudy throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.9364768406744343
95,New York City,2016-03-04,4.3,-1.0,0.9,0.5,-6.9,-3.1,-5.3,65.5,2.42,100,37.5,"rain,snow",1.2,2.0,35.3,22.8,71.9,1018.9,73.2,10.2,102.5,8.7,4,,2016-03-04T06:24:29,2016-03-04T17:51:18,0.88,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.9496910411791873
96,New York City,2016-03-05,4.5,-1.8,1.3,3.8,-5.7,-1.3,-10.1,43.7,0.0,0,0.0,,0.0,0.2,35.3,17.5,207.8,1021.5,39.3,16.0,120.8,10.3,4,,2016-03-05T06:22:55,2016-03-05T17:52:25,0.92,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.9873286389395369
97,New York City,2016-03-06,7.0,0.0,3.4,6.9,-2.7,1.8,-9.4,39.2,0.0,0,0.0,,0.0,0.0,33.5,13.5,141.0,1024.7,46.5,16.0,178.4,15.5,7,,2016-03-06T06:21:20,2016-03-06T17:53:32,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8426816268547926
98,New York City,2016-03-07,15.8,2.2,8.8,15.8,-1.9,7.4,-1.0,51.8,0.0,0,0.0,,0.0,0.0,46.9,25.6,235.0,1020.9,20.5,14.7,176.7,15.2,7,,2016-03-07T06:19:44,2016-03-07T17:54:39,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.7625186874667566
99,New York City,2016-03-08,17.9,8.4,12.0,17.9,8.4,11.9,2.2,52.4,0.0,0,0.0,,0.0,0.0,29.5,17.7,144.7,1019.9,42.4,14.2,189.1,16.4,7,,2016-03-08T06:18:08,2016-03-08T17:55:45,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.815651286945368
100,New York City,2016-03-09,24.1,6.6,15.7,24.1,5.5,15.5,4.2,51.8,0.0,0,0.0,,0.0,0.0,55.4,20.5,137.0,1018.3,24.0,12.0,204.9,17.7,7,,2016-03-09T06:16:32,2016-03-09T17:56:51,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8411297189273668
101,New York City,2016-03-10,25.5,17.4,21.4,25.5,17.4,21.4,7.7,42.1,0.85,100,8.33,rain,0.0,0.0,47.9,14.7,249.3,1014.2,54.1,15.9,137.6,12.0,6,,2016-03-10T06:14:55,2016-03-10T17:57:57,0.02,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8893877077510031
102,New York City,2016-03-11,20.0,10.1,14.8,20.0,10.1,14.8,5.2,55.4,1.28,100,4.17,rain,0.0,0.0,49.3,34.9,292.2,1019.3,60.2,15.9,199.0,17.1,7,,2016-03-11T06:13:18,2016-03-11T17:59:02,0.04,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.9303173640767243
103,New York City,2016-03-12,14.1,4.6,10.3,14.1,3.0,9.6,-0.1,49.0,0.0,0,0.0,,0.0,0.0,33.3,15.7,137.1,1023.3,32.8,16.0,223.3,19.5,8,,2016-03-12T06:11:40,2016-03-12T18:00:08,0.08,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.9673420785935205
104,New York City,2016-03-13,16.6,11.0,13.6,16.6,11.0,13.6,0.6,43.2,0.0,0,0.0,,0.0,0.0,,14.6,167.5,1017.0,52.5,16.0,75.1,6.3,3,,2016-03-13T07:10:02,2016-03-13T19:01:13,0.13,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8027479057998455
105,New York City,2016-03-14,11.2,4.7,7.4,11.2,-0.6,4.3,2.4,72.6,7.99,100,79.17,rain,0.0,0.0,57.4,33.6,77.4,1018.0,100.0,11.6,41.3,3.4,1,,2016-03-14T07:08:24,2016-03-14T19:02:18,0.18,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8397266540733752
106,New York City,2016-03-15,13.2,6.7,9.7,13.2,2.0,8.1,5.9,77.8,0.0,0,0.0,,0.0,0.0,53.8,34.0,148.0,1009.3,83.6,14.1,73.6,6.3,2,,2016-03-15T07:06:46,2016-03-15T19:03:23,0.24,Partially cloudy,Partly cloudy throughout the day.,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8383695554626502
107,New York City,2016-03-16,17.8,8.9,12.2,17.8,8.8,12.1,6.4,68.6,0.48,100,8.33,rain,0.0,0.0,27.7,13.5,124.3,1009.8,51.0,15.5,163.6,14.2,6,,2016-03-16T07:05:07,2016-03-16T19:04:27,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8708436118960637
108,New York City,2016-03-17,16.5,7.8,11.4,16.5,7.0,11.1,3.2,60.0,0.24,100,8.33,rain,0.0,0.0,51.7,19.9,214.1,1010.1,47.9,15.7,184.9,16.0,8,,2016-03-17T07:03:28,2016-03-17T19:05:31,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8743173465657744
109,New York City,2016-03-18,13.8,7.5,10.8,13.8,4.5,9.8,-3.4,37.3,0.04,100,4.17,rain,0.0,0.0,61.1,33.2,290.0,1009.7,32.1,16.0,214.2,18.6,8,,2016-03-18T07:01:49,2016-03-18T19:06:36,0.39,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.9554608991434956
110,New York City,2016-03-19,8.0,2.5,5.7,8.0,0.2,3.8,-9.2,35.4,0.0,0,0.0,,0.0,0.0,47.9,22.0,219.5,1018.3,33.3,16.0,126.2,11.0,4,,2016-03-19T07:00:10,2016-03-19T19:07:40,0.43,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.9675587765974911
111,New York City,2016-03-20,5.0,0.4,2.7,1.2,-4.4,-1.6,-8.6,45.2,0.4,100,8.33,"rain,snow",0.0,0.0,42.5,25.3,52.4,1019.0,73.5,14.3,185.5,16.1,6,,2016-03-20T06:58:30,2016-03-20T19:08:44,0.46,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8526781903308913
112,New York City,2016-03-21,9.6,0.4,4.4,6.6,-3.5,1.1,-5.6,55.1,2.39,100,29.17,"rain,snow",0.0,0.0,54.3,32.1,262.4,1011.0,56.8,12.7,240.9,20.9,8,,2016-03-21T06:56:51,2016-03-21T19:09:47,0.48,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.753148140446573
113,New York City,2016-03-22,12.8,1.9,7.2,12.8,-2.0,5.2,-6.6,37.8,0.0,0,0.0,,0.0,0.0,52.2,32.3,252.3,1018.9,19.1,16.0,244.7,21.1,8,,2016-03-22T06:55:12,2016-03-22T19:10:51,0.5,Clear,Clear conditions throughout the day.,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8022138218304634
114,New York City,2016-03-23,21.9,9.2,14.5,21.9,6.7,13.8,-0.5,38.2,0.0,0,0.0,,0.0,0.0,40.7,18.9,222.1,1014.3,32.9,16.0,121.3,10.5,4,,2016-03-23T06:53:32,2016-03-23T19:11:54,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8351081410594562
115,New York City,2016-03-24,12.0,6.9,9.0,12.0,3.4,7.0,2.9,66.2,0.0,0,0.0,,0.0,0.0,42.5,24.9,66.6,1016.8,57.5,14.7,160.3,13.9,7,,2016-03-24T06:51:53,2016-03-24T19:12:58,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.890298277141425
116,New York City,2016-03-25,22.1,7.6,14.8,22.1,5.5,14.5,8.2,67.4,0.8,100,8.33,rain,0.0,0.0,46.4,16.0,174.1,1008.1,79.3,12.6,174.5,15.1,7,,2016-03-25T06:50:13,2016-03-25T19:14:01,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8744530564268469
117,New York City,2016-03-26,11.5,3.5,7.1,11.5,-0.5,4.9,-0.8,57.8,0.0,0,0.0,,0.0,0.0,42.5,21.5,66.2,1024.9,38.0,16.0,261.0,22.6,8,,2016-03-26T06:48:34,2016-03-26T19:15:04,0.54,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8838148479721226
118,New York City,2016-03-27,11.6,6.2,7.7,11.6,3.6,6.2,1.7,66.1,0.0,0,0.0,,0.0,0.0,28.8,16.3,102.9,1027.2,80.1,16.0,145.3,12.5,5,,2016-03-27T06:46:55,2016-03-27T19:16:08,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.7561797236334346
119,New York City,2016-03-28,16.3,5.9,9.3,16.3,2.2,7.6,3.8,71.7,9.42,100,41.67,rain,0.0,0.0,65.1,41.4,156.5,1007.0,94.7,10.9,123.1,10.6,5,,2016-03-28T06:45:16,2016-03-28T19:17:11,0.61,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.7538288786206625
120,New York City,2016-03-29,11.5,6.3,8.8,11.5,2.7,6.1,-7.0,34.1,0.0,0,0.0,,0.0,0.0,70.1,39.8,302.7,1013.3,33.5,16.0,277.2,23.9,9,,2016-03-29T06:43:37,2016-03-29T19:18:14,0.65,Partially cloudy,Clearing in the afternoon.,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8276222100131989
121,New York City,2016-03-30,11.6,2.8,7.4,11.6,0.1,5.9,-7.4,35.3,0.0,0,0.0,,0.0,0.0,38.9,29.9,200.0,1025.4,14.3,16.0,276.6,24.0,9,,2016-03-30T06:41:58,2016-03-30T19:19:17,0.7,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8433404763416124
122,New York City,2016-03-31,22.1,9.2,15.6,22.1,7.0,15.2,5.7,52.9,0.0,0,0.0,,0.0,0.0,50.2,22.9,196.3,1014.5,45.0,16.0,226.3,19.6,8,,2016-03-31T06:40:19,2016-03-31T19:20:20,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8620553039572558
123,New York City,2016-04-01,25.9,16.7,19.6,25.9,16.7,19.6,13.8,70.4,0.37,100,8.33,rain,0.0,0.0,63.0,23.3,212.3,1002.7,84.4,15.6,137.3,11.9,7,,2016-04-01T06:38:41,2016-04-01T19:21:22,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.9007698251312775
124,New York City,2016-04-02,17.0,9.6,12.2,17.0,7.9,12.1,5.8,65.9,3.63,100,16.67,rain,0.0,0.0,35.3,21.1,187.3,999.4,85.5,15.2,146.0,12.8,7,,2016-04-02T06:37:03,2016-04-02T19:22:25,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.9735365770908622
125,New York City,2016-04-03,10.2,1.5,4.3,10.2,-5.3,0.0,-8.1,43.9,2.42,100,16.67,rain,0.0,0.0,75.2,40.3,284.0,1005.0,59.4,15.8,260.2,22.4,9,,2016-04-03T06:35:25,2016-04-03T19:23:28,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.858500581144647
126,New York City,2016-04-04,6.6,0.0,3.9,4.4,-5.0,0.6,-1.9,69.1,11.9,100,50.0,rain,0.0,0.0,48.1,21.9,50.0,1013.0,98.9,12.5,154.3,13.3,7,,2016-04-04T06:33:48,2016-04-04T19:24:31,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8201713008665731
127,New York City,2016-04-05,5.5,-3.1,1.1,2.7,-10.1,-3.7,-12.8,38.4,0.0,0,0.0,,0.0,0.0,51.4,27.4,163.8,1024.2,38.0,16.0,294.6,25.3,9,,2016-04-05T06:32:11,2016-04-05T19:25:34,0.98,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8745471777821069
128,New York City,2016-04-06,7.7,-1.0,4.0,5.7,-3.5,1.6,-8.9,39.5,0.0,0,0.0,,0.0,0.0,52.3,32.7,146.0,1024.7,27.2,16.0,276.6,23.9,9,,2016-04-06T06:30:34,2016-04-06T19:26:36,1.0,Partially cloudy,Becoming cloudy in the afternoon.,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8769571222505073
129,New York City,2016-04-07,14.3,8.2,12.1,14.3,6.7,11.8,6.8,70.9,2.31,100,16.67,rain,0.0,0.0,54.2,22.1,186.7,1002.8,73.2,15.2,86.2,7.2,3,,2016-04-07T06:28:58,2016-04-07T19:27:39,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8962082227042597
130,New York City,2016-04-08,11.3,6.3,8.0,11.3,3.5,5.4,-2.8,47.6,0.18,100,4.17,rain,0.0,0.0,49.4,28.0,267.0,1002.6,59.7,16.0,208.9,17.9,7,,2016-04-08T06:27:23,2016-04-08T19:28:42,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.9635181249274937
131,New York City,2016-04-09,6.1,2.8,4.4,5.1,-0.4,1.8,-3.4,58.6,2.55,100,25.0,rain,0.0,0.0,38.2,18.7,106.5,1008.2,72.0,14.8,81.5,7.0,2,,2016-04-09T06:25:47,2016-04-09T19:29:45,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",1.0
132,New York City,2016-04-10,9.6,-0.4,4.8,7.9,-5.1,1.7,-8.6,38.4,0.0,0,0.0,,0.0,0.0,49.6,27.7,268.2,1024.1,24.6,16.0,298.8,25.8,9,,2016-04-10T06:24:13,2016-04-10T19:30:48,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8571675600899187
